-23.590626,-46.538582
-23.590789,-46.538948
-23.590789,-46.538948
-23.591499,-46.540436
-23.591499,-46.540436
-23.590753,-46.540143
-23.590753,-46.540143
-23.590427,-46.539997
-23.590427,-46.539997
-23.590024,-46.539802
-23.590024,-46.539802
-23.589112,-46.539388
-23.589112,-46.539388
-23.589348,-46.539119
-23.589348,-46.539119
-23.589483,-46.538977
-23.589483,-46.538977
-23.58978,-46.538622
-23.58978,-46.538622
-23.589842,-46.538552
-23.589842,-46.538552
-23.590217,-46.538136
-23.590217,-46.538136
-23.59034,-46.538006
-23.59034,-46.538006
-23.590588,-46.53774
-23.590588,-46.53774
-23.590879,-46.537426
-23.590879,-46.537426
-23.591195,-46.537068
-23.591195,-46.537068
-23.591357,-46.536887
-23.591357,-46.536887
-23.591614,-46.536625
-23.591614,-46.536625
-23.592086,-46.536076
-23.592086,-46.536076
-23.592264,-46.5359
-23.592264,-46.5359
-23.59267,-46.535434
-23.59267,-46.535434
-23.593266,-46.534768
-23.593266,-46.534768
-23.593525,-46.534261
-23.593525,-46.534261
-23.593713,-46.533776
-23.593713,-46.533776
-23.593783,-46.533607
-23.593783,-46.533607
-23.593944,-46.533224
-23.593944,-46.533224
-23.593996,-46.5331
-23.593996,-46.5331
-23.594181,-46.532674
-23.594181,-46.532674
-23.594649,-46.532894
-23.594649,-46.532894
-23.595081,-46.533081
-23.595081,-46.533081
-23.59552,-46.533273
-23.59552,-46.533273
-23.596083,-46.533524
-23.596083,-46.533524
-23.596249,-46.533598
-23.5965,-46.533708
-23.5965,-46.533708
-23.596929,-46.533899
-23.596929,-46.533899
-23.596687,-46.534511
-23.596687,-46.534511
-23.596419,-46.535115
-23.596419,-46.535115
-23.596176,-46.535536
-23.596176,-46.535536
-23.595908,-46.53597
-23.595908,-46.53597
-23.595776,-46.536161
-23.595776,-46.536161
-23.595419,-46.53669
-23.595419,-46.53669
-23.594872,-46.537374
-23.594872,-46.537374
-23.594656,-46.537646
-23.594656,-46.537646
-23.59441,-46.537931
-23.59441,-46.537931
-23.594099,-46.538249
-23.593395,-46.538989
-23.593395,-46.538989
-23.592758,-46.539563
-23.592758,-46.539563
-23.591979,-46.540193
-23.591979,-46.540193
-23.591499,-46.540436
-23.591499,-46.540436
-23.590632,-46.541659
-23.590044,-46.542234
-23.589322,-46.542772
-23.589322,-46.542772
-23.589261,-46.542826
-23.589261,-46.542826
-23.588831,-46.54312
-23.588831,-46.54312
-23.588211,-46.543575
-23.588211,-46.543575
-23.58789,-46.543781
-23.58789,-46.543781
-23.587448,-46.544102
-23.587448,-46.544102
-23.586921,-46.544538
-23.586921,-46.544538
-23.58666,-46.544731
-23.58666,-46.544731
-23.586171,-46.545113
-23.586171,-46.545113
-23.585883,-46.545337
-23.585883,-46.545337
-23.585704,-46.545399
-23.585704,-46.545399
-23.585294,-46.545789
-23.585294,-46.545789
-23.585255,-46.545841
-23.585255,-46.545841
-23.584995,-46.54626
-23.584995,-46.54626
-23.584659,-46.546554
-23.584659,-46.546554
-23.584625,-46.54659
-23.584625,-46.54659
-23.584333,-46.546871
-23.584333,-46.546871
